Starting Location,Ending Location,Distance
Blue Springs,Springfield,135.85167396903114
Blue Springs,Columbia,104.94616814990218
Blue Springs,Independence,8.831578829905299
Blue Springs,St Joseph,59.96287982524486
Blue Springs,St Peters,197.45291017609435
Blue Springs,Joplin,133.90386613563365
Blue Springs,Jefferson City,117.77683787825113
Blue Springs,Wildwood,197.60068782314195
Blue Springs,Ozark,149.65506010640735
Joplin,Omaha,297.7540172717773
Joplin,Lincoln,282.97344056412464
Joplin,Grand Island,335.64839581100125
Joplin,Kearney,350.3812963040271
Joplin,Columbus,336.38238432615634
Joplin,Bellevue,290.53584277640573
Joplin,Papillion,292.5530214216867
Joplin,Plattsmouth,280.685598697516
Joplin,Des Moines,314.2344137078303
Joplin,Iowa City,353.4762216145348
Joplin,Cedar Rapids,370.240435247825
Joplin,Davenport,371.76938701748486
Joplin,Sioux City,386.69209211222187
Joplin,Waterloo,858.9075992119073
Joplin,Ankeny,324.31990231653793
Joplin,Ames,344.48326697627533
Joplin,Council Bluffs,297.12642086084594
Joplin,Dubuque,426.28331030915587
Joplin,Urbandale,316.1316407521618
Joplin,Sioux Falls,460.9314663557981
Joplin,Pierre,588.2891525275202
Joplin,Rapid City,665.1081353745584
Joplin,Deadwood,697.1490340468854
Joplin,Aberdeen,613.9983434630602
Joplin,Brookings,512.8682218767767
Joplin,Watertown,556.1011777334438
Joplin,Yankton,427.5237937811346
Joplin,Wichita,160.47851207388123
Joplin,Overland Park,131.18744288559876
Joplin,Olathe,125.07135747636133
Joplin,Topeka,149.48253894024225
Joplin,Lawrence,136.00863220743264
Joplin,Shawnee,134.15901888768227
Joplin,Lenexa,129.49193836902896
Joplin,Manhattan,183.1301775662226
Joplin,Salina,208.0361756430462
Joplin,Dodge City,306.1788238792539
Joplin,Kansas City,139.05682532119403
Joplin,St Louis,258.74837703969916
Joplin,Springfield,67.9494847258637
Joplin,Columbia,175.2825066449837
Joplin,Independence,138.5206228102534
Joplin,St Joseph,185.96228808634893
Joplin,St Peters,242.45100854695644
Joplin,Blue Springs,133.90386613563365
Joplin,Jefferson City,164.2375691913098
Joplin,Wildwood,234.58046559488128
Joplin,Ozark,72.38719625159419
Jefferson City,Omaha,272.1710517618331
Jefferson City,Lincoln,286.4394362479537
Jefferson City,Grand Island,366.19180519684693
Jefferson City,Kearney,396.37272417250733
Jefferson City,Columbus,338.2350054540019
Jefferson City,Bellevue,266.7524323332667
Jefferson City,Papillion,271.8877710077961
Jefferson City,Plattsmouth,259.0623864465046
Jefferson City,Des Moines,221.46040122628852
Jefferson City,Iowa City,215.2559666697783
Jefferson City,Cedar Rapids,236.20136155017167
Jefferson City,Davenport,220.2134580582863
Jefferson City,Sioux City,350.2768965169979
Jefferson City,Waterloo,695.2533370285648
Jefferson City,Ankeny,230.4076579824087
Jefferson City,Ames,250.45499690278768
Jefferson City,Council Bluffs,269.56249702602986
Jefferson City,Dubuque,282.4776472849927
Jefferson City,Urbandale,226.77578490477865
Jefferson City,Sioux Falls,417.29078708738064
Jefferson City,Pierre,582.4943701067675
Jefferson City,Rapid City,688.3430192608264
Jefferson City,Deadwood,719.9804779292172
Jefferson City,Aberdeen,575.3891911203992
Jefferson City,Brookings,462.7358843163286
Jefferson City,Watertown,505.38679124145733
Jefferson City,Yankton,403.57836938479085
Jefferson City,Wichita,287.5023078567715
Jefferson City,Overland Park,137.70456084265288
Jefferson City,Olathe,144.47811247475772
Jefferson City,Topeka,191.73909131555322
Jefferson City,Lawrence,167.55206385143418
Jefferson City,Shawnee,140.60049349373602
Jefferson City,Lenexa,140.67526639887
Jefferson City,Manhattan,240.78256155896534
Jefferson City,Salina,294.4219633588205
Jefferson City,Dodge City,430.7441008179303
Jefferson City,Kansas City,134.6710785760639
Jefferson City,St Louis,106.90737223197527
Jefferson City,Springfield,112.41233865601531
Jefferson City,Columbia,27.282473283518637
Jefferson City,Independence,126.055031326895
Jefferson City,St Joseph,165.37357008421372
Jefferson City,St Peters,84.7142027300625
Jefferson City,Blue Springs,117.77683787825113
Jefferson City,Joplin,164.2375691913098
Jefferson City,Wildwood,81.79025216677658
Jefferson City,Ozark,121.26571498690888
Wildwood,Omaha,335.24047492599084
Wildwood,Lincoln,356.67067107617464
Wildwood,Grand Island,439.5248604501865
Wildwood,Kearney,471.9553870164536
Wildwood,Columbus,405.8173296843975
Wildwood,Bellevue,330.7406603678926
Wildwood,Papillion,336.48373051491365
Wildwood,Plattsmouth,324.2211120394204
Wildwood,Des Moines,259.9596885064349
Wildwood,Iowa City,217.12256418767046
Wildwood,Cedar Rapids,240.16444809562222
Wildwood,Davenport,202.94905063880964
Wildwood,Sioux City,405.13755198166956
Wildwood,Waterloo,627.3376263636959
Wildwood,Ankeny,267.13654409545853
Wildwood,Ames,284.9004527738159
Wildwood,Council Bluffs,332.178519847049
Wildwood,Dubuque,270.7227156133331
Wildwood,Urbandale,266.6391325252614
Wildwood,Sioux Falls,466.37650064953215
Wildwood,Pierre,641.3531963154567
Wildwood,Rapid City,754.6414017804212
Wildwood,Deadwood,785.8496563497564
Wildwood,Aberdeen,622.0278548722013
Wildwood,Brookings,507.40550585706785
Wildwood,Watertown,548.485067724585
Wildwood,Yankton,460.7427934745533
Wildwood,Wichita,368.33260378928065
Wildwood,Overland Park,218.1210578810048
Wildwood,Olathe,225.48026984727386
Wildwood,Topeka,272.35401884450533
Wildwood,Lawrence,248.31528170147686
Wildwood,Shawnee,220.80436553248575
Wildwood,Lenexa,221.29118464632555
Wildwood,Manhattan,321.2010166416008
Wildwood,Salina,375.8607169854138
Wildwood,Dodge City,512.3338613829412
Wildwood,Kansas City,214.21117971513573
Wildwood,St Louis,25.271590897801925
Wildwood,Springfield,172.11844042095706
Wildwood,Columbia,93.76702183533838
Wildwood,Independence,205.45233748539383
Wildwood,St Joseph,239.0196546161821
Wildwood,St Peters,14.232088629018453
Wildwood,Blue Springs,197.60068782314195
Wildwood,Joplin,234.58046559488128
Wildwood,Jefferson City,81.79025216677658
Wildwood,Ozark,175.97279753021925
Ozark,Omaha,326.84539173904005
Ozark,Lincoln,322.3516210693974
Ozark,Grand Island,385.94945728845306
Ozark,Kearney,405.7927218017177
Ozark,Columbus,376.971332657184
Ozark,Bellevue,320.0245563452672
Ozark,Papillion,323.32538631805284
Ozark,Plattsmouth,310.5759322112904
Ozark,Des Moines,315.7791603792144
Ozark,Iowa City,332.15492823123475
Ozark,Cedar Rapids,351.7249324523157
Ozark,Davenport,341.0498647361712
Ozark,Sioux City,414.29438697543566
Ozark,Waterloo,803.2771624493165
Ozark,Ankeny,325.67099639645113
Ozark,Ames,346.3705252337714
Ozark,Council Bluffs,325.424155384033
Ozark,Dubuque,401.7962657233325
Ozark,Urbandale,319.30481235556675
Ozark,Sioux Falls,487.10374295654344
Ozark,Pierre,630.205216635788
Ozark,Rapid City,717.1179301201071
Ozark,Deadwood,749.2260430631575
Ozark,Aberdeen,643.9778610120883
Ozark,Brookings,537.1543651687311
Ozark,Watertown,580.6529199590883
Ozark,Yankton,460.76793707974355
Ozark,Wichita,231.6210743920839
Ozark,Overland Park,157.12117572813838
Ozark,Olathe,155.64117280288457
Ozark,Topeka,194.08876490447113
Ozark,Lawrence,174.25912203205345
Ozark,Shawnee,160.75432576651292
Ozark,Lenexa,157.22440010875684
Ozark,Manhattan,236.3948486691406
Ozark,Salina,271.36250443379623
Ozark,Dodge City,378.095717381772
Ozark,Kansas City,161.73286522068693
Ozark,St Louis,198.28433653109013
Ozark,Springfield,13.819173341411144
Ozark,Columbia,141.41441023185166
Ozark,Independence,157.27794287225052
Ozark,St Joseph,209.3256835192315
Ozark,St Peters,186.16572485270643
Ozark,Blue Springs,149.65506010640735
Ozark,Joplin,72.38719625159419
Ozark,Jefferson City,121.26571498690888
Ozark,Wildwood,175.97279753021925
